,0,1,2,3,4,5,6,7
575,-3174.549,-4443.667,-3243.234,-3987.566,-4767.612,-2744.845,-3146.69,-7295.374
576,-3181.038,-6736.271,-3348.821,-6529.281,-6733.619,-4563.028,-4827.705,-7242.695
577,-3120.502,-3162.76,-3263.477,-3510.141,-2624.387,-4031.991,-3755.841,-7197.482
578,-3100.459,186.368,-3151.182,-2.083,396.686,-2298.873,-2031.656,-7227.734
579,-3125.999,-668.787,-3140.899,-446.224,-779.612,-1661.387,-1727.319,-7276.289
580,-3173.986,-4440.829,-3243.004,-3984.599,-4765.184,-2744.634,-3145.783,-7294.767
581,-3180.627,-6757.724,-3349.305,-6547.866,-6757.606,-4571.353,-4837.738,-7241.877
582,-3120.291,-3186.869,-3264.436,-3535.025,-2647.651,-4048.668,-3771.804,-7196.812
583,-3100.244,184.259,-3151.622,-7.794,396.371,-2309.16,-2038.452,-7227.336
584,-3125.772,-650.192,-3140.806,-429.889,-760.432,-1661.795,-1724.591,-7276.132
585,-3173.563,-4421.434,-3242.386,-3965.047,-4746.206,-2734.347,-3136.366,-7294.564
586,-3180.421,-6766.53,-3349.37,-6553.487,-6769.541,-4565.872,-4838.5,-7241.582
587,-3120.22,-3213.381,-3265.326,-3559.496,-2674.47,-4058.847,-3784.536,-7196.293
588,-3100.142,178.317,-3152.107,-14.385,393.275,-2317.374,-2043.001,-7227.114
589,-3125.473,-635.115,-3140.66,-415.486,-744.772,-1660.927,-1720.757,-7275.901
590,-3173.158,-4404.673,-3241.869,-3947.879,-4729.962,-2726.606,-3127.628,-7294.35
591,-3180.23,-6774.924,-3349.464,-6559.192,-6780.712,-4564.404,-4839.309,-7241.322
592,-3120.148,-3239.616,-3266.156,-3582.807,-2700.404,-4069.326,-3796.088,-7195.731
593,-3099.877,169.503,-3152.495,-22.692,388.972,-2324.501,-2047.974,-7226.532
594,-3125.212,-623.354,-3140.622,-404.914,-732.742,-1660.226,-1718.377,-7275.537
595,-3172.614,-4390.174,-3241.291,-3933.247,-4715.262,-2719.387,-3120.049,-7293.892
596,-3179.842,-6780.814,-3349.332,-6562.842,-6788.873,-4562.005,-4839.154,-7240.886
597,-3119.959,-3257.226,-3266.667,-3598.828,-2717.598,-4076.738,-3804.122,-7195.253
598,-3099.617,167.81,-3152.527,-24.104,389.164,-2326.724,-2047.68,-7226.243
599,-3124.909,-604.533,-3140.212,-388.277,-713.654,-1654.352,-1710.713,-7275.407
